"","sex","age","race","hispanic_origin","citizenship","nativity","marital","family_size","children","education_level","english_level","salary","hours_worked","weeks_worked","occupation","industry","economic_region"
"17440","female",64,"mix","no",1,"native","widowed",3,0,20,0,68000,60,49,"29-1141","622M","Plains"
"17441","male",51,"white","no",1,"native","married",3,0,14,0,35900,40,49,"47-2031","23","Southeast"
"17442","female",57,"black","no",1,"native","married",4,0,17,0,39000,40,49,"25-9040","6111","Southeast"
"17443","male",24,"white","no",1,"native","never married",1,0,21,0,30000,30,49,"25-2030","6111","New England"
"17444","male",27,"black","no",1,"native","never married",4,0,21,0,50000,40,39,"33-3050","92MP","Mideast"
"17445","male",27,"mix","no",1,"native","married",4,2,21,0,36000,40,49,"19-303X","928110P1","Southeast"
"17446","female",57,"white","no",1,"native","married",2,0,21,0,31000,40,39,"39-9011","6111","Great Lakes"
"17447","male",52,"white","yes",1,"native","married",4,1,22,0,109000,40,49,"25-2020","6111","Far West"
"17448","female",43,"white","no",1,"native","married",4,2,22,0,58000,40,49,"25-2020","6111","Southeast"
"17449","male",20,"white","no",1,"native","never married",1,0,16,0,200,20,49,"43-4051","611M1","Rocky Mountain"
"17450","female",48,"white","no",1,"native","married",4,2,22,0,25000,37,49,"13-1161","5111Z","Plains"
"17451","female",31,"white","no",1,"native","married",3,1,22,0,47000,50,39,"11-9030","6111","Southeast"
"17452","female",50,"white","no",1,"native","divorced",1,0,22,0,120000,40,49,"11-91XX","92M2","Plains"
"17453","male",31,"asian","no",5,"foreign-born","never married",1,0,24,3,60000,40,49,"19-2099","611M1","Rocky Mountain"
"17454","female",41,"white","no",1,"native","never married",2,0,22,0,35000,40,49,"43-9022","611M1","Southeast"
"17455","female",62,"white","no",1,"native","married",4,0,20,0,17000,50,49,"25-9040","6111","Rocky Mountain"
"17456","male",40,"white","yes",4,"foreign-born","married",4,2,18,1,70000,40,49,"33-3012","92MP","Far West"
"17457","female",53,"white","no",1,"native","married",2,0,22,0,83000,38,49,"25-2020","6111","Southeast"
"17458","male",50,"white","yes",1,"native","married",4,0,16,0,55000,40,49,"49-9094","6111","Far West"
"17459","female",39,"white","no",1,"native","married",1,0,22,0,50000,55,49,"13-1070","928P","Southeast"
"17460","male",20,"mix","yes",1,"native","never married",4,1,16,3,800,40,49,"11-3131","928110P1","Southeast"
"17461","male",41,"white","no",1,"native","married",4,2,19,0,67000,56,49,"33-2011","92MP","Rocky Mountain"
"17462","female",58,"white","no",1,"native","never married",1,0,16,0,14800,37,49,"53-7064","3MS","Southeast"
"17463","male",38,"white","no",1,"native","never married",2,1,21,0,75000,40,49,"13-2011","923","Far West"
"17464","female",19,"white","no",1,"native","never married",1,-1,19,0,6000,15,26,"41-9099","611M1","Plains"
"17465","female",52,"white","no",1,"native","married",2,0,24,0,60000,50,49,"25-1000","611M1","Southeast"
"17466","female",42,"white","no",1,"native","divorced",3,2,22,0,52000,40,39,"25-2030","6111","Southeast"
"17467","female",63,"white","no",1,"native","divorced",1,0,22,0,52000,60,49,"25-2020","6111","Southwest"
"17468","male",28,"white","no",1,"native","never married",1,0,21,0,85000,40,49,"15-124X","9211MP","Mideast"
"17469","male",28,"white","no",1,"native","married",2,0,20,0,109000,50,49,"43-1011","928P","Plains"
"17470","male",43,"white","no",1,"native","married",7,5,19,0,33000,40,49,"15-1230","6111","Rocky Mountain"
"17471","male",47,"black","no",1,"native","never married",1,0,16,0,30000,40,49,"51-4XXX","335M","Great Lakes"
"17472","female",61,"black","no",1,"native","married",1,0,17,0,18000,35,49,"35-2010","6111","Southeast"
"17473","male",32,"other","yes",1,"native","divorced",3,1,20,1,55000,40,49,"17-302X","2211P","Far West"
"17474","male",60,"white","no",1,"native","married",2,0,19,0,20000,40,39,"53-3051","6111","Great Lakes"
"17475","female",33,"white","no",1,"native","never married",2,0,20,0,23000,36,49,"11-9111","622M","Southeast"
"17476","male",62,"white","no",1,"native","married",2,0,18,0,52000,40,49,"11-3021","923","Southeast"
"17477","male",58,"white","no",1,"native","married",2,0,16,0,65000,40,49,"43-5051","491","Southeast"
"17478","female",35,"white","no",1,"native","married",5,3,18,0,16600,35,39,"25-9040","6111","Southeast"
"17479","female",47,"white","no",1,"native","divorced",3,2,21,0,55000,40,49,"25-2020","6111","Rocky Mountain"
"17480","female",32,"other","yes",1,"native","married",4,0,18,0,32000,40,47,"29-1141","6111","Far West"
"17481","female",56,"black","no",1,"native","divorced",2,0,19,0,46000,50,49,"13-2011","9211MP","Mideast"
"17482","female",57,"white","no",1,"native","married",2,0,21,0,96000,50,49,"11-91XX","92M1","New England"
"17483","male",44,"black","no",1,"native","never married",1,0,21,0,70000,40,49,"15-1230","928P","Southeast"
"17484","male",36,"white","no",1,"native","never married",1,0,21,0,62000,45,49,"11-3021","611M1","Southeast"
"17485","female",50,"white","no",1,"native","married",2,0,19,0,97000,40,49,"43-6014","9211MP","Mideast"
"17486","female",42,"white","no",1,"native","married",4,2,22,0,58000,45,39,"25-2020","6111","Southeast"
"17487","female",57,"white","no",1,"native","divorced",3,1,21,0,45000,45,49,"25-2020","6111","Southeast"
"17488","female",53,"black","no",1,"native","widowed",2,1,24,0,468000,45,39,"11-9030","611M1","Rocky Mountain"
"17489","female",60,"white","no",1,"native","married",2,0,23,0,103000,50,39,"25-2020","6111","Far West"
"17490","female",63,"white","no",1,"native","married",2,0,22,0,90000,40,49,"25-2020","6111","Great Lakes"
"17491","male",58,"white","no",1,"native","married",3,0,21,0,8500,40,49,"11-91XX","92M2","Far West"
"17492","male",48,"white","no",1,"native","married",4,2,22,0,54000,40,49,"19-1020","5417","Southeast"
"17493","male",24,"white","no",1,"native","never married",1,0,21,0,35000,50,49,"25-2020","6111","Southeast"
"17494","female",30,"white","no",1,"native","married",3,1,22,0,55000,38,49,"25-2030","6111","Far West"
"17495","male",31,"white","no",1,"native","never married",1,0,22,0,1e+05,40,49,"33-3050","92MP","New England"
"17496","male",59,"white","no",1,"native","married",3,0,19,0,52000,52,49,"29-2042","92MP","Great Lakes"
"17497","female",54,"white","no",1,"native","widowed",2,0,19,0,91000,40,49,"11-91XX","92113","Far West"
"17498","female",56,"white","no",1,"native","married",5,0,17,0,12000,95,49,"35-2010","9211MP","Far West"
"17499","male",38,"white","no",1,"native","married",4,2,21,0,75000,50,49,"25-2020","6111","Great Lakes"
"17500","male",22,"black","no",1,"native","married",2,0,16,0,18000,99,49,"55-9830","928110P4","Southeast"
"17501","female",61,"white","no",1,"native","married",2,0,22,0,62000,40,49,"11-91XX","51912","Plains"
"17502","female",48,"white","no",1,"native","married",4,2,21,0,91000,40,49,"47-2111","23","Far West"
"17503","male",58,"white","no",1,"native","married",2,0,21,0,106000,40,49,"41-9099","9211MP","Rocky Mountain"
"17504","male",63,"white","no",1,"native","married",2,0,24,1,88000,40,49,"19-204X","92M2","Rocky Mountain"
"17505","female",59,"black","no",4,"foreign-born","married",2,0,22,0,60000,40,49,"25-2020","6111","Southeast"
"17506","female",54,"white","no",1,"native","divorced",1,0,21,0,65000,43,39,"25-2020","6111","Southeast"
"17507","male",31,"white","yes",1,"native","separated",3,2,21,0,70000,40,49,"21-1092","92MP","Southwest"
"17508","female",22,"white","no",1,"native","never married",2,0,20,0,22000,40,49,"31-9091","6212","Rocky Mountain"
"17509","male",20,"white","yes",1,"native","never married",1,-1,16,1,7000,40,26,"55-3010","928110P4","Far West"
"17510","female",60,"white","no",1,"native","never married",2,0,20,0,140,1,49,"43-9061","9211MP","Rocky Mountain"
"17511","male",47,"white","no",4,"foreign-born","married",3,1,24,1,130000,50,47,"25-1000","611M1","Plains"
"17512","female",56,"white","no",1,"native","married",2,0,21,0,120000,40,49,"13-2011","611M1","New England"
"17513","female",50,"white","no",1,"native","divorced",2,0,20,0,25500,40,49,"43-6014","923","Southeast"
"17514","female",39,"white","yes",1,"native","never married",3,0,21,0,45000,40,39,"25-2020","6111","Rocky Mountain"
"17515","male",41,"black","no",1,"native","married",2,0,21,0,40000,40,49,"13-1041","92M2","Southeast"
"17516","female",39,"white","no",1,"native","married",5,3,22,0,7500,25,0,"25-2020","6111","Mideast"
"17517","male",49,"white","no",1,"native","married",3,1,22,0,90000,40,49,"55-9830","928110P3","Southeast"
"17518","female",60,"asian","no",1,"native","married",2,0,23,0,3000,8,0,"41-2031","4481","Mideast"
"17519","female",44,"white","no",1,"native","married",4,2,21,0,43100,45,49,"25-2020","6111","Southeast"
"17520","female",35,"mix","no",1,"native","never married",1,0,21,0,55000,80,49,"25-2020","6111","Rocky Mountain"
"17521","male",53,"white","no",1,"native","divorced",1,0,21,0,105000,40,49,"15-1251","92M2","Far West"
"17522","male",32,"white","no",1,"native","never married",1,0,23,0,61000,50,49,"23-10XX","92MP","Southwest"
"17523","male",32,"white","yes",4,"foreign-born","married",5,3,19,0,70000,40,49,"35-2010","622M","Far West"
"17524","male",35,"white","no",1,"native","never married",1,0,21,0,1e+05,40,49,"11-3021","9211MP","Mideast"
"17525","female",61,"black","no",1,"native","widowed",1,0,21,0,70000,40,49,"25-2020","6111","Southeast"
"17526","male",51,"white","no",1,"native","married",3,1,20,0,46000,40,49,"49-3040","23","Southeast"
"17527","female",47,"white","no",4,"foreign-born","divorced",3,2,23,1,87000,50,49,"25-2030","6111","Mideast"
"17528","female",27,"white","no",1,"native","divorced",1,0,22,0,6400,40,26,"29-1127","6111","Southeast"
"17529","female",26,"white","no",1,"native","married",2,0,22,0,43000,38,49,"29-1127","6111","Southeast"
"17530","female",39,"white","no",1,"native","married",4,2,22,0,90000,40,49,"21-1012","6111","Far West"
"17531","male",60,"white","yes",4,"foreign-born","married",6,2,15,1,23400,40,49,"37-3011","6111","Southwest"
"17532","male",38,"white","no",1,"native","married",5,2,21,0,130000,45,49,"29-1141","928110P1","Far West"
"17533","male",20,"white","no",1,"native","never married",1,-1,19,0,8400,6,49,"55-9830","928110P1","Great Lakes"
"17534","female",36,"white","no",1,"native","married",2,0,24,0,72000,45,39,"11-9030","611M1","Far West"
"17535","female",46,"white","no",1,"native","married",5,2,22,0,66000,40,49,"11-2021","611M1","Southeast"
"17536","male",55,"white","no",1,"native","married",3,0,19,0,60000,40,49,"43-5053","491","Great Lakes"
"17537","female",31,"white","no",1,"native","married",4,2,21,0,37500,40,49,"25-2030","6111","Great Lakes"
"17538","female",45,"white","no",1,"native","never married",1,0,22,0,79000,50,39,"25-2030","6111","Southeast"
"17539","male",23,"white","no",1,"native","never married",3,0,21,0,15200,35,49,"25-9040","6111","Great Lakes"
"17540","male",32,"white","no",1,"native","married",6,4,21,0,48000,40,49,"11-3071","928110P1","Southeast"
"17541","female",54,"white","no",1,"native","married",2,0,22,0,67000,40,49,"25-2020","6111","Rocky Mountain"
"17542","female",38,"white","no",1,"native","married",3,1,21,0,30000,40,49,"31-1121","6241","Mideast"
"17543","female",45,"white","no",1,"native","divorced",2,1,21,0,46000,40,49,"29-1127","6111","Southwest"
"17544","female",57,"black","no",1,"native","divorced",1,0,21,0,35000,40,49,"33-3012","92MP","Southeast"
"17545","male",33,"white","no",1,"native","married",3,0,20,0,40300,35,49,"13-1041","485M","Mideast"
"17546","male",43,"black","no",1,"native","never married",1,0,17,0,75000,40,49,"11-3012","92MP","Mideast"
"17547","female",56,"AIAN","yes",4,"foreign-born","married",2,0,21,0,26000,30,26,"25-9040","6111","Far West"
"17548","male",54,"black","no",1,"native","married",4,2,19,0,87000,40,49,"11-1021","22132","Southeast"
"17549","male",54,"white","no",1,"native","married",4,1,20,0,93000,40,49,"43-9041","92M1","Mideast"
"17550","female",46,"white","no",1,"native","married",3,0,16,0,30000,40,49,"43-1011","923","Southeast"
"17551","male",53,"white","no",1,"native","married",2,0,22,0,60000,40,49,"25-90XX","611M1","Mideast"
"17552","female",52,"white","no",1,"native","divorced",1,0,20,0,113000,40,49,"11-3021","928P","Southeast"
"17553","female",55,"black","no",1,"native","never married",1,0,23,0,59000,38,49,"25-2020","6111","Southeast"
"17554","female",20,"white","no",1,"native","never married",2,0,19,0,6000,40,49,"39-1000","712","Great Lakes"
"17555","female",23,"white","yes",1,"native","never married",4,0,19,1,35000,40,49,"25-2020","6111","Great Lakes"
"17556","female",28,"mix","no",1,"native","never married",1,0,21,0,45000,40,49,"29-1141","622M","Southeast"
"17557","male",49,"asian","no",5,"foreign-born","married",4,2,24,1,96000,40,49,"11-91XX","923","Far West"
"17558","female",41,"black","no",1,"native","never married",2,1,16,0,14000,40,49,"35-2021","6111","Plains"
"17559","male",49,"white","no",1,"native","married",2,0,16,0,70000,40,49,"17-3023","491","Great Lakes"
"17560","male",60,"black","no",4,"foreign-born","married",4,0,21,2,47000,40,49,"53-3051","485M","Mideast"
"17561","male",38,"black","no",1,"native","married",4,2,20,0,51000,45,49,"43-5052","491","Southeast"
"17562","male",48,"white","no",1,"native","married",4,2,24,0,70000,45,49,"25-1000","611M1","Plains"
"17563","male",61,"white","no",1,"native","married",2,0,21,0,120000,40,49,"17-2051","923","Southeast"
"17564","female",34,"white","no",1,"native","never married",1,0,21,0,37000,40,49,"25-4022","928P","Mideast"
"17565","female",19,"white","no",1,"native","married",1,0,16,0,17100,9,49,"49-9071","928110P1","Rocky Mountain"
"17566","male",47,"black","no",1,"native","married",4,2,18,0,35000,50,49,"33-3050","92MP","Southeast"
"17567","female",41,"white","no",1,"native","married",5,2,22,1,54000,45,49,"13-20XX","9211MP","Plains"
"17568","male",44,"white","yes",4,"foreign-born","married",4,2,19,1,109000,40,49,"47-4011","531M","Far West"
"17569","male",48,"white","no",1,"native","married",2,0,21,0,116000,50,49,"33-3021","928P","Southeast"
"17570","male",32,"white","no",1,"native","married",4,2,18,0,48000,40,49,"49-1011","928110P5","Far West"
"17571","female",25,"white","no",1,"native","never married",1,0,16,0,9400,30,49,"43-5052","491","Mideast"
"17572","female",36,"white","no",1,"native","divorced",1,0,21,0,80000,40,49,"29-1141","622M","Rocky Mountain"
"17573","female",52,"white","yes",1,"native","separated",6,0,16,0,67000,40,49,"43-30XX","52M2","Far West"
"17574","female",30,"mix","no",1,"native","never married",3,0,19,0,16800,40,39,"29-2072","9211MP","Plains"
"17575","male",21,"black","no",1,"native","never married",2,0,18,0,21000,40,39,"29-2010","621M","Far West"
"17576","female",41,"white","no",1,"native","married",2,0,21,0,76000,50,49,"11-3031","92MP","Southeast"
"17577","male",36,"white","yes",1,"native","married",5,3,19,0,44000,40,49,"11-91XX","9211MP","Far West"
"17578","male",41,"white","no",1,"native","never married",1,0,20,0,31700,40,49,"49-9071","488","Southwest"
"17579","male",36,"white","no",1,"native","married",4,2,22,0,1e+05,60,49,"53-2010","928110P2","Southeast"
"17580","female",35,"white","no",1,"native","married",4,2,21,0,60000,40,49,"29-1141","622M","Rocky Mountain"
"17581","male",36,"white","no",1,"native","married",5,3,19,0,90000,50,49,"33-3050","92MP","Southeast"
"17582","male",58,"white","no",4,"foreign-born","divorced",1,0,19,1,102000,40,49,"33-3050","92MP","Great Lakes"
"17583","male",52,"white","no",1,"native","married",4,2,21,0,123000,45,49,"13-1041","92M1","Mideast"
"17584","female",33,"white","no",1,"native","married",5,3,21,0,20000,40,49,"43-6014","92M2","Plains"
"17585","female",61,"white","no",1,"native","married",2,0,19,0,90000,35,49,"27-3092","92MP","Mideast"
"17586","female",33,"white","no",1,"native","married",3,1,19,0,12000,10,49,"33-2011","92MP","Rocky Mountain"
"17587","female",30,"white","no",1,"native","married",3,1,22,0,76000,40,49,"13-2011","5221M","Plains"
"17588","male",64,"white","no",1,"native","married",4,0,21,0,56000,40,49,"15-1299","9211MP","Far West"
"17589","female",35,"white","no",1,"native","divorced",4,3,22,0,53000,40,49,"25-2020","6111","Rocky Mountain"
"17590","female",23,"white","yes",1,"native","married",2,0,21,3,30000,40,49,"25-2020","6111","Rocky Mountain"
"17591","female",40,"white","no",1,"native","married",5,2,22,0,68000,40,26,"25-2020","6111","Great Lakes"
"17592","female",51,"white","no",1,"native","never married",2,0,21,0,35000,40,49,"13-2011","9211MP","Far West"
"17593","female",50,"mix","no",1,"native","divorced",1,0,20,0,35000,45,49,"33-3012","92MP","Southeast"
"17594","female",29,"white","no",1,"native","married",5,3,19,0,42000,40,49,"43-5031","92MP","New England"
"17595","male",59,"white","no",1,"native","never married",1,0,21,0,45000,40,49,"31-1131","622M","Mideast"
"17596","male",61,"white","no",1,"native","married",2,0,19,0,28000,40,49,"53-3030","562","Plains"
"17597","male",48,"white","no",1,"native","divorced",1,0,22,0,75000,55,49,"25-1000","611M1","Southeast"
"17598","female",59,"white","no",1,"native","married",2,0,21,0,20000,35,26,"25-2020","6111","Southeast"
